요일,법규위반,가해운전자차종,가해운전자성별,가해운전자상해정도,피해운전자상해정도,가해운전자연령,피해운전자차종,피해운전자성별,피해운전자연령,노면상태,기상상태,cleanedAdress,X,Y,사고연도,사고월,사고일,사고시각,사고대분류,사고중분류,사고소분류,도로형태_대,도로형태_중,D.법규위반.과속,D.법규위반.교차로운행방법위반,D.법규위반.기타,D.법규위반.보행자보호의무위반,D.법규위반.불법유턴,D.법규위반.신호위반,D.법규위반.안전거리미확보,D.법규위반.중앙선침범,D.법규위반.직진우회전진행방해,D.법규위반.차로위반,D.노면상태.결빙,D.노면상태.기타,D.노면상태.서리결빙,D.노면상태.습기,D.노면상태.적설,D.노면상태.젖음습기,D.기상상태.기타,D.기상상태.눈,D.기상상태.비,D.기상상태.안개,D.기상상태.흐림,D.가해운전자차종.개인형이동수단PM,D.가해운전자차종.건설기계,D.가해운전자차종.기타불명,D.가해운전자차종.농기계,D.가해운전자차종.사륜오토바이ATV,D.가해운전자차종.승합,D.가해운전자차종.원동기,D.가해운전자차종.이륜,D.가해운전자차종.자전거,D.가해운전자차종.특수,D.가해운전자차종.화물,D.가해운전자성별.기타불명,D.가해운전자성별.여,D.피해운전자차종.공란,D.피해운전자차종.개인형이동수단PM,D.피해운전자차종.건설기계,D.피해운전자차종.기타불명,D.피해운전자차종.농기계,D.피해운전자차종.미분류,D.피해운전자차종.보행자,D.피해운전자차종.사륜오토바이ATV,D.피해운전자차종.승합,D.피해운전자차종.원동기,D.피해운전자차종.이륜,D.피해운전자차종.자전거,D.피해운전자차종.특수,D.피해운전자차종.화물,D.피해운전자성별.공란,D.피해운전자성별.기타불명,D.피해운전자성별.미분류,D.피해운전자성별.여,D.사고대분류.차대사람,D.사고대분류.차량단독,D.사고중분류.공작물충돌,D.사고중분류.기타,D.사고중분류.길가장자리구역통행중,D.사고중분류.도로외이탈,D.사고중분류.보도통행중,D.사고중분류.전도전복,D.사고중분류.정면충돌,D.사고중분류.차도통행중,D.사고중분류.측면직각충돌,D.사고중분류.측면충돌,D.사고중분류.횡단중,D.사고중분류.후진중충돌,D.도로형태_대.기타,D.도로형태_대.단일로,D.도로형태_대.미분류,D.도로형태_대.주차장,D.도로형태_중.고가도로위,D.도로형태_중.교량,D.도로형태_중.교차로안,D.도로형태_중.교차로횡단보도내,D.도로형태_중.기타,D.도로형태_중.미분류,D.도로형태_중.주차장,D.도로형태_중.지하차도내,D.도로형태_중.터널,D.도로형태_중.횡단보도부근,D.도로형태_중.횡단보도상,인명피해 심각도,사망자수,중상자수,경상자수,부상신고자수
금요일,안전운전불이행,승합,남,경상,기타불명,73,승용,남,38,건조,맑음,충청남도 천안시 동남구 병천면,127.3037955,36.79178618,2022,6,24,8,차대차,추돌,없음,단일로,기타,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,12,0,1,2,1
수요일,신호위반,승용,남,상해없음,경상,74,화물,남,45,건조,맑음,충청남도 천안시 서북구 쌍용동,127.1231536,36.80108582,2021,12,22,15,차대차,측면충돌,없음,교차로,교차로안,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,1,0
목요일,안전운전불이행,승용,남,상해없음,경상,82,보행자,여,26,건조,맑음,충청남도 천안시 동남구 대흥동,127.1474807,36.80805836,2022,4,14,11,차대사람,횡단중,없음,단일로,기타,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,1,0
화요일,기타,승용,남,상해없음,경상,78,이륜,남,24,건조,맑음,충청남도 천안시 동남구 신부동,127.1643944,36.82567846,2022,2,8,19,차대차,추돌,없음,단일로,기타,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,1,0
월요일,교차로운행방법위반,승용,남,상해없음,경상,71,승용,남,34,건조,맑음,충청남도 천안시 서북구 성정동,127.1401007,36.81887228,2021,8,9,17,차대차,측면충돌,없음,교차로,교차로안,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,1,0
토요일,안전운전불이행,승용,남,상해없음,경상,70,화물,남,51,젖음/습기,비,충청남도 천안시 서북구 입장면,127.2256147,36.9142991,2022,8,13,14,차대차,기타,없음,주차장,주차장,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3,0,0,1,0
금요일,교차로운행방법위반,이륜,남,경상,경상,67,승용,여,35,건조,맑음,충청남도 천안시 동남구 사직동,127.148307,36.80092319,2022,5,6,13,차대차,측면충돌,없음,교차로,교차로안,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,18,0,0,6,0
금요일,안전운전불이행,승용,남,상해없음,경상,65,승용,여,36,건조,맑음,충청남도 천안시 서북구 두정동,127.1422611,36.83186824,2021,10,8,7,차대차,기타,없음,교차로,교차로부근,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0
토요일,안전운전불이행,승용,여,상해없음,경상,68,승용,남,35,건조,맑음,충청남도 천안시 서북구 백석동,127.1139785,36.82707391,2022,7,9,9,차대차,추돌,없음,교차로,교차로안,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,2,0
수요일,안전거리미확보,화물,남,상해없음,경상,72,승용,여,44,건조,맑음,충청남도 천안시 동남구 신부동,127.1643944,36.82567846,2022,5,25,17,차대차,측면충돌,없음,단일로,기타,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,1,0
토요일,안전거리미확보,승용,여,상해없음,경상,68,승용,여,53,건조,맑음,충청남도 천안시 서북구 쌍용동,127.1231536,36.80108582,2022,2,12,10,차대차,기타,없음,기타,기타,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,1,0
금요일,안전운전불이행,승용,남,상해없음,중상,72,보행자,여,79,건조,맑음,충청남도 천안시 서북구 직산읍,127.1504255,36.88987324,2022,6,3,17,차대사람,기타,없음,교차로,교차로안,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,1,0,0
목요일,안전운전불이행,승용,남,상해없음,경상,74,승용,남,43,건조,맑음,충청남도 천안시 서북구 와촌동,127.1443816,36.80938883,2021,12,23,15,차대차,추돌,없음,교차로,교차로안,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,1,0
일요일,안전운전불이행,승합,남,상해없음,경상,70,보행자,여,61,건조,맑음,충청남도 천안시 동남구 다가동,127.1490991,36.79533004,2021,8,29,17,차대사람,차도통행중,없음,교차로,교차로안,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,1,0
월요일,안전운전불이행,승용,남,상해없음,경상,74,보행자,남,64,건조,맑음,충청남도 천안시 서북구 두정동,127.1422611,36.83186824,2022,1,10,11,차대사람,횡단중,없음,기타,기타,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,1,0
수요일,안전운전불이행,승용,남,상해없음,경상,65,승용,남,29,건조,맑음,충청남도 천안시 서북구 불당동,127.1068427,36.80893574,2022,5,4,16,차대차,추돌,없음,교차로,교차로부근,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,4,0
수요일,안전운전불이행,승용,여,상해없음,경상,69,보행자,여,81,건조,맑음,충청남도 천안시 서북구 성환읍,127.1243436,36.93086458,2022,8,31,14,차대사람,횡단중,없음,단일로,기타,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,1,0
토요일,안전운전불이행,화물,남,중상,경상,71,승용,여,56,건조,맑음,충청남도 천안시 동남구 원성동,127.1613401,36.80809978,2021,10,30,17,차대차,기타,없음,교차로,교차로안,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,16,0,2,2,0
화요일,안전운전불이행,승용,남,상해없음, ,65, , , ,건조,맑음,충청남도 천안시 동남구 영성동,127.151968,36.79954405,2021,8,31,10,차량단독,기타,없음,단일로,기타,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,1,0
월요일,차로위반,승합,남,상해없음,경상,65,승용,남,24,건조,맑음,충청남도 천안시 동남구 신부동,127.1643944,36.82567846,2021,12,27,8,차대차,측면충돌,없음,단일로,기타,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,1,0
월요일,안전운전불이행,승용,남,경상,경상,74,승용,여,28,건조,맑음,충청남도 천안시 서북구 쌍용동,127.1231536,36.80108582,2022,7,4,12,차대차,측면충돌,없음,단일로,기타,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,9,0,0,3,0
목요일,교차로운행방법위반,화물,남,상해없음,경상,71,화물,남,61,건조,맑음,충청남도 천안시 서북구 신당동,127.1579927,36.85758716,2022,6,23,13,차대차,측면충돌,없음,교차로,교차로안,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,1,0
수요일,안전운전불이행,승용,여,상해없음,경상,65,승용,여,45,건조,맑음,충청남도 천안시 동남구 안서동,127.1834881,36.83753276,2021,9,15,8,차대차,측면충돌,없음,교차로,교차로부근,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2,0
목요일,안전운전불이행,이륜,남,부상신고,상해없음,74,승용,여,56,건조,맑음,충청남도 천안시 서북구 성환읍,127.1243436,36.93086458,2022,6,9,17,차대차,측면충돌,없음,교차로,교차로부근,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0
화요일,차로위반,건설기계,남,상해없음,경상,73,승용,여,26,건조,맑음,충청남도 천안시 동남구 신부동,127.1643944,36.82567846,2022,7,26,10,차대차,측면충돌,없음,교차로,교차로안,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,1,0
금요일,안전운전불이행,승용,여,상해없음,경상,76,승용,여,23,건조,맑음,충청남도 천안시 동남구 영성동,127.151968,36.79954405,2022,5,20,21,차대차,기타,없음,교차로,교차로부근,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0
토요일,안전운전불이행,이륜,남,사망,상해없음,71,건설기계,남,52,건조,맑음,충청남도 천안시 동남구 청당동,127.1530119,36.78120252,2022,2,12,14,차대차,기타,없음,교차로,교차로부근,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,1,0,0
금요일,안전운전불이행,화물,남,상해없음,경상,66,화물,남,64,젖음/습기,비,충청남도 천안시 동남구 성남면,127.2325011,36.72908092,2021,11,12,4,차대차,추돌,없음,단일로,기타,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,1,0
수요일,교차로운행방법위반,승용,남,중상,경상,66,승용,남,30,건조,맑음,충청남도 천안시 서북구 차암동,127.1115227,36.84830047,2022,5,18,17,차대차,기타,없음,교차로,교차로안,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,0,1,1,0
목요일,안전운전불이행,자전거,남,상해없음,부상신고,72,보행자,남,39,건조,맑음,충청남도 천안시 서북구 성정동,127.1401007,36.81887228,2021,9,16,11,차대사람,기타,없음,기타,기타,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
일요일,보행자보호의무위반,승용,남,상해없음,중상,67,보행자,남,41,건조,맑음,충청남도 천안시 서북구 두정동,127.1422611,36.83186824,2022,9,18,23,차대사람,횡단중,없음,단일로,기타,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,8,0,1,1,0
목요일,안전운전불이행,자전거,남,중상,상해없음,78,승합,남,33,건조,맑음,충청남도 천안시 동남구 다가동,127.1490991,36.79533004,2022,1,27,11,차대차,측면충돌,없음,교차로,교차로안,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,1,0,0
화요일,중앙선침범,승용,남,상해없음,경상,71,이륜,남,21,건조,맑음,충청남도 천안시 서북구 쌍용동,127.1231536,36.80108582,2022,3,1,10,차대차,기타,없음,교차로,교차로부근,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0
금요일,안전운전불이행,승용,남,상해없음,경상,72,승용,여,44,건조,맑음,충청남도 천안시 동남구 유량동,127.1855724,36.81572572,2022,7,22,12,차대차,측면충돌,없음,교차로,교차로부근,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,3,0
수요일,차로위반,승용,남,상해없음,경상,76,승용,남,30,건조,맑음,충청남도 천안시 동남구 신부동,127.1643944,36.82567846,2022,7,6,9,차대차,측면충돌,없음,교차로,교차로부근,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,1
일요일,중앙선침범,원동기,남,상해없음,경상,65,원동기,남,29,건조,맑음,충청남도 천안시 동남구 봉명동,127.1353699,36.81012696,2021,9,26,17,차대차,기타,없음,단일로,기타,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,1,0
화요일,신호위반,화물,남,경상,경상,75,승용,남,25,건조,맑음,충청남도 천안시 동남구 신방동,127.1280664,36.77929128,2022,5,31,6,차대차,측면충돌,없음,교차로,교차로안,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,2,0
화요일,교차로운행방법위반,승용,남,경상,경상,71,승용,남,30,건조,맑음,충청남도 천안시 서북구 성정동,127.1401007,36.81887228,2022,6,28,15,차대차,측면충돌,없음,교차로,교차로안,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,2,0
목요일,직진우회전진행방해,이륜,남,중상,상해없음,82,승용,남,53,건조,맑음,충청남도 천안시 서북구 쌍용동,127.1231536,36.80108582,2022,3,3,9,차대차,기타,없음,교차로,교차로안,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,1,0,0
목요일,안전운전불이행,승용,남,상해없음,경상,74,개인형이동수단(PM),남,15,건조,맑음,충청남도 천안시 동남구 청수동,127.1548638,36.79221563,2021,9,30,22,차대차,측면충돌,없음,교차로,교차로횡단보도내,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,1,0
금요일,안전운전불이행,화물,남,상해없음,중상,76,자전거,여,67,건조,맑음,충청남도 천안시 동남구 사직동,127.148307,36.80092319,2022,5,27,10,차대차,측면충돌,없음,기타,기타,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,1,0,1
월요일,안전거리미확보,승합,남,상해없음,경상,69,화물,남,50,건조,맑음,충청남도 천안시 서북구 직산읍,127.1504255,36.88987324,2022,9,26,16,차대차,기타,없음,기타,기타,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,1,0
일요일,안전운전불이행,승용,남,상해없음,경상,66,보행자,남,50,건조,맑음,충청남도 천안시 동남구 신부동,127.1643944,36.82567846,2022,2,20,12,차대사람,차도통행중,없음,단일로,기타,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,1,0
목요일,안전운전불이행,승용,여,상해없음,경상,70,보행자,남,59,건조,맑음,충청남도 천안시 동남구 봉명동,127.1353699,36.81012696,2021,11,25,19,차대사람,기타,없음,교차로,교차로부근,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0
목요일,안전운전불이행,승용,남,상해없음,사망,68,보행자,남,57,건조,맑음,충청남도 천안시 서북구 성환읍,127.1243436,36.93086458,2022,3,17,3,차대사람,기타,없음,단일로,기타,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,10,1,0,0,0
목요일,직진우회전진행방해,승용,남,상해없음,경상,70,승용,여,53,건조,맑음,충청남도 천안시 서북구 성정동,127.1401007,36.81887228,2022,3,3,11,차대차,측면충돌,없음,교차로,교차로안,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,2,0
